scan_id,family,split,critical_count,high_count,medium_count,low_count,provenance_failures,workflow_exposures,vulnerable_components,blast_ratio,compromised
SYN-0272,dependency_takeover,train,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.58483,0
SYN-0273,workflow_compromise,test,0.0,3.0,1.0,1.0,0.0,6.0,0.0,0.52386,1
SYN-0274,tampered_provenance,train,1.0,3.0,0.0,0.0,4.0,2.0,1.0,0.61845,1
SYN-0275,noisy_review,train,0.0,2.0,5.0,1.0,1.0,2.0,1.0,0.13353,0
SYN-0276,trusted_release,train,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.09912,0
SYN-0277,dependency_takeover,test,1.0,3.0,2.0,2.0,0.0,1.0,4.0,0.36191,1
SYN-0278,workflow_compromise,train,0.0,4.0,2.0,1.0,0.0,3.0,1.0,0.78067,1
SYN-0279,tampered_provenance,train,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.66513,1
SYN-0280,noisy_review,train,0.0,2.0,2.0,0.0,1.0,3.0,2.0,0.43273,1
SYN-0281,trusted_release,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16093,0
SYN-0282,dependency_takeover,train,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.97156,1
SYN-0283,workflow_compromise,train,1.0,3.0,2.0,1.0,0.0,4.0,1.0,0.66531,1
SYN-0284,tampered_provenance,train,1.0,3.0,1.0,0.0,4.0,1.0,0.0,0.90141,1
SYN-0285,noisy_review,test,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.40939,1
SYN-0286,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03048,0
SYN-0287,dependency_takeover,train,1.0,3.0,1.0,1.0,0.0,1.0,3.0,0.82252,1
SYN-0288,workflow_compromise,train,1.0,3.0,3.0,0.0,0.0,4.0,1.0,0.31043,1
SYN-0289,tampered_provenance,test,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.88217,1
SYN-0290,noisy_review,train,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.13325,0
SYN-0291,trusted_release,train,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.09757,1
SYN-0292,dependency_takeover,train,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.33026,1
SYN-0293,workflow_compromise,test,0.0,3.0,2.0,2.0,0.0,7.0,1.0,0.68913,1
SYN-0294,tampered_provenance,train,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0.64999,1
SYN-0295,noisy_review,train,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.40399,1
SYN-0296,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.12898,0
SYN-0297,dependency_takeover,test,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.45332,1
SYN-0298,workflow_compromise,train,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.65135,0
SYN-0299,tampered_provenance,train,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.78335,1
SYN-0300,noisy_review,train,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.3404,0
SYN-0301,trusted_release,test,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.1538,0
SYN-0302,dependency_takeover,train,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.51686,0
SYN-0303,workflow_compromise,train,1.0,3.0,4.0,0.0,0.0,7.0,1.0,0.67883,1
SYN-0304,tampered_provenance,train,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.65834,1
SYN-0305,noisy_review,test,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.17288,0
SYN-0306,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00525,0
SYN-0307,dependency_takeover,train,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.56036,1
SYN-0308,workflow_compromise,train,0.0,3.0,4.0,0.0,0.0,4.0,1.0,0.38068,1
SYN-0309,tampered_provenance,test,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.64988,1
SYN-0310,noisy_review,train,0.0,2.0,4.0,4.0,0.0,3.0,0.0,0.17452,1
SYN-0311,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16832,0
SYN-0312,dependency_takeover,train,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.60926,1
SYN-0313,workflow_compromise,test,1.0,4.0,3.0,2.0,0.0,6.0,0.0,0.39553,1
SYN-0314,tampered_provenance,train,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.9765,1
SYN-0315,noisy_review,train,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.47014,1
SYN-0316,trusted_release,train,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.08463,0
SYN-0317,dependency_takeover,test,1.0,3.0,3.0,2.0,0.0,1.0,4.0,0.65773,1
SYN-0318,workflow_compromise,train,0.0,2.0,2.0,2.0,0.0,5.0,0.0,0.5882,1
SYN-0319,tampered_provenance,train,1.0,4.0,2.0,0.0,4.0,1.0,1.0,0.55297,1
SYN-0320,noisy_review,train,0.0,2.0,5.0,4.0,0.0,3.0,1.0,0.31512,0
SYN-0321,trusted_release,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19954,0
SYN-0322,dependency_takeover,train,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.5915,1
SYN-0323,workflow_compromise,train,1.0,4.0,4.0,0.0,0.0,6.0,1.0,0.39135,1
SYN-0324,tampered_provenance,train,1.0,3.0,2.0,0.0,3.0,2.0,0.0,0.96496,1
SYN-0325,noisy_review,test,0.0,2.0,2.0,4.0,0.0,2.0,2.0,0.3345,0
SYN-0326,trusted_release,train,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.13146,0
SYN-0327,dependency_takeover,train,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.40434,1
SYN-0328,workflow_compromise,train,0.0,3.0,3.0,1.0,0.0,4.0,1.0,0.26837,0
SYN-0329,tampered_provenance,test,1.0,3.0,2.0,0.0,4.0,2.0,1.0,0.80565,1
SYN-0330,noisy_review,train,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.16482,0
SYN-0331,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13869,0
SYN-0332,dependency_takeover,train,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.61723,1
SYN-0333,workflow_compromise,test,1.0,5.0,1.0,1.0,0.0,3.0,1.0,0.28192,1
SYN-0334,tampered_provenance,train,1.0,3.0,1.0,0.0,4.0,1.0,1.0,0.74435,1
SYN-0335,noisy_review,train,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.39568,0
SYN-0336,trusted_release,train,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.10216,0
SYN-0337,dependency_takeover,test,1.0,3.0,2.0,2.0,0.0,0.0,4.0,0.65976,1
SYN-0338,workflow_compromise,train,0.0,4.0,1.0,1.0,0.0,5.0,1.0,0.71732,1
SYN-0339,tampered_provenance,train,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.93052,1
SYN-0340,noisy_review,train,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.39632,0
SYN-0341,trusted_release,test,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11455,0
SYN-0342,dependency_takeover,train,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.77607,1
SYN-0343,workflow_compromise,train,0.0,4.0,2.0,2.0,0.0,6.0,1.0,0.2853,1
SYN-0344,tampered_provenance,train,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.84735,1
SYN-0345,noisy_review,test,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.63468,0
SYN-0346,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19363,0
SYN-0347,dependency_takeover,train,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.67461,1
SYN-0348,workflow_compromise,train,0.0,2.0,1.0,2.0,0.0,6.0,0.0,0.27454,0
SYN-0349,tampered_provenance,test,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.99785,1
SYN-0350,noisy_review,train,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.46548,0
SYN-0351,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12512,0
SYN-0352,dependency_takeover,train,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.30845,0
SYN-0353,workflow_compromise,test,1.0,2.0,1.0,2.0,0.0,5.0,0.0,0.79289,1
SYN-0354,tampered_provenance,train,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.68378,1
SYN-0355,noisy_review,train,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.45751,0
SYN-0356,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12322,0
SYN-0357,dependency_takeover,test,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.51365,0
SYN-0358,workflow_compromise,train,0.0,3.0,3.0,2.0,0.0,3.0,1.0,0.32327,1
SYN-0359,tampered_provenance,train,1.0,2.0,2.0,0.0,4.0,1.0,0.0,0.8919,1
SYN-0360,noisy_review,train,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.61366,0
SYN-0361,trusted_release,test,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10927,0
SYN-0362,dependency_takeover,train,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.27987,1
SYN-0363,workflow_compromise,train,1.0,4.0,4.0,1.0,0.0,6.0,0.0,0.58432,1
SYN-0364,tampered_provenance,train,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.69537,1
SYN-0365,noisy_review,test,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.23446,0
SYN-0366,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13322,0
SYN-0367,dependency_takeover,train,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.37287,0
SYN-0368,workflow_compromise,train,1.0,3.0,3.0,0.0,0.0,5.0,0.0,0.66286,1
SYN-0369,tampered_provenance,test,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.74807,1
SYN-0370,noisy_review,train,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.47077,1
SYN-0371,trusted_release,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17174,0
SYN-0372,dependency_takeover,train,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.49135,0
SYN-0373,workflow_compromise,test,1.0,4.0,1.0,2.0,0.0,5.0,0.0,0.50122,1
SYN-0374,tampered_provenance,train,1.0,2.0,1.0,0.0,3.0,1.0,1.0,0.88676,1
SYN-0375,noisy_review,train,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.26038,0
SYN-0376,trusted_release,train,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.19437,0
SYN-0377,dependency_takeover,test,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.26793,0
SYN-0378,workflow_compromise,train,0.0,4.0,1.0,2.0,0.0,6.0,1.0,0.26237,1
SYN-0379,tampered_provenance,train,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.85583,1
SYN-0380,noisy_review,train,0.0,2.0,4.0,2.0,1.0,0.0,2.0,0.15257,1
SYN-0381,trusted_release,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11838,0
SYN-0382,dependency_takeover,train,1.0,2.0,2.0,1.0,0.0,1.0,3.0,0.58957,1
SYN-0383,workflow_compromise,train,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.46974,1
SYN-0384,tampered_provenance,train,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.92624,1
SYN-0385,noisy_review,test,0.0,2.0,3.0,4.0,0.0,1.0,1.0,0.18158,0
SYN-0386,trusted_release,train,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.05977,0
SYN-0387,dependency_takeover,train,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.59653,1
SYN-0388,workflow_compromise,train,0.0,3.0,2.0,1.0,0.0,5.0,0.0,0.54939,1
SYN-0389,tampered_provenance,test,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.90465,1
SYN-0390,noisy_review,train,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.33824,0
SYN-0391,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07655,0
SYN-0392,dependency_takeover,train,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.73546,1
SYN-0393,workflow_compromise,test,1.0,2.0,1.0,1.0,0.0,6.0,0.0,0.45154,1
SYN-0394,tampered_provenance,train,1.0,4.0,0.0,0.0,4.0,2.0,1.0,0.73984,1
SYN-0395,noisy_review,train,0.0,1.0,5.0,4.0,1.0,3.0,1.0,0.1989,0
SYN-0396,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16173,0
SYN-0397,dependency_takeover,test,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.74265,0
SYN-0398,workflow_compromise,train,0.0,3.0,4.0,1.0,0.0,4.0,0.0,0.34193,1
SYN-0399,tampered_provenance,train,1.0,4.0,2.0,0.0,4.0,2.0,0.0,0.85173,1
SYN-0400,noisy_review,train,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.12088,1
SYN-0401,trusted_release,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10529,0
SYN-0402,dependency_takeover,train,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.36078,0
SYN-0403,workflow_compromise,train,0.0,2.0,3.0,0.0,0.0,5.0,1.0,0.55161,0
SYN-0404,tampered_provenance,train,1.0,4.0,1.0,0.0,4.0,2.0,1.0,0.5871,1
SYN-0405,noisy_review,test,0.0,2.0,5.0,2.0,0.0,1.0,1.0,0.26875,0
SYN-0406,trusted_release,train,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.00648,0
SYN-0407,dependency_takeover,train,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.80901,1
SYN-0408,workflow_compromise,train,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.34972,1
SYN-0409,tampered_provenance,test,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.71911,1
SYN-0410,noisy_review,train,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.5338,0
SYN-0411,trusted_release,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09026,0
SYN-0412,dependency_takeover,train,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.37068,1
SYN-0413,workflow_compromise,test,0.0,4.0,4.0,2.0,0.0,3.0,1.0,0.76547,1
SYN-0414,tampered_provenance,train,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.8486,1
SYN-0415,noisy_review,train,0.0,2.0,5.0,2.0,1.0,2.0,0.0,0.15275,0
SYN-0416,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00076,0
SYN-0417,dependency_takeover,test,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.72864,1
SYN-0418,workflow_compromise,train,1.0,5.0,4.0,2.0,0.0,5.0,0.0,0.58512,1
SYN-0419,tampered_provenance,train,1.0,3.0,1.0,0.0,4.0,0.0,1.0,0.52231,1
SYN-0420,noisy_review,train,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.28909,0
SYN-0421,trusted_release,test,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0122,0
SYN-0422,dependency_takeover,train,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.5461,1
SYN-0423,workflow_compromise,train,0.0,3.0,1.0,1.0,0.0,4.0,0.0,0.7833,1
SYN-0424,tampered_provenance,train,1.0,4.0,1.0,0.0,3.0,2.0,0.0,0.91705,1
SYN-0425,noisy_review,test,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.27937,0
SYN-0426,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08289,0
SYN-0427,dependency_takeover,train,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.4481,0
SYN-0428,workflow_compromise,train,0.0,4.0,4.0,0.0,0.0,7.0,1.0,0.22327,1
SYN-0429,tampered_provenance,test,1.0,3.0,2.0,0.0,3.0,0.0,1.0,0.96042,1
SYN-0430,noisy_review,train,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.17391,0
SYN-0431,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05388,0
SYN-0432,dependency_takeover,train,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.63645,1
SYN-0433,workflow_compromise,test,1.0,5.0,2.0,2.0,0.0,7.0,0.0,0.30424,1
SYN-0434,tampered_provenance,train,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.63699,1
SYN-0435,noisy_review,train,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.36883,0
SYN-0436,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0327,0
SYN-0437,dependency_takeover,test,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.89037,1
SYN-0438,workflow_compromise,train,0.0,3.0,3.0,2.0,0.0,6.0,0.0,0.71878,0
SYN-0439,tampered_provenance,train,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.80057,1
SYN-0440,noisy_review,train,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.2386,0
SYN-0441,trusted_release,test,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.02046,0
SYN-0442,dependency_takeover,train,1.0,3.0,2.0,1.0,0.0,0.0,4.0,0.29788,0
SYN-0443,workflow_compromise,train,1.0,4.0,3.0,2.0,0.0,5.0,0.0,0.28996,1
SYN-0444,tampered_provenance,train,1.0,4.0,1.0,0.0,4.0,2.0,0.0,0.86064,1
SYN-0445,noisy_review,test,0.0,1.0,3.0,3.0,1.0,3.0,2.0,0.11943,1
SYN-0446,trusted_release,train,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.10693,0
SYN-0447,dependency_takeover,train,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.3232,1
SYN-0448,workflow_compromise,train,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.64653,1
SYN-0449,tampered_provenance,test,1.0,3.0,1.0,0.0,4.0,2.0,1.0,0.73188,1
SYN-0450,noisy_review,train,0.0,2.0,5.0,0.0,1.0,1.0,2.0,0.1659,1
SYN-0451,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.01081,0
SYN-0452,dependency_takeover,train,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.83421,1
SYN-0453,workflow_compromise,test,0.0,4.0,1.0,0.0,0.0,6.0,1.0,0.32563,1
SYN-0454,tampered_provenance,train,1.0,2.0,0.0,0.0,4.0,2.0,1.0,0.7017,1
SYN-0455,noisy_review,train,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5906,1
SYN-0456,trusted_release,train,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.14672,0
SYN-0457,dependency_takeover,test,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.37527,1
SYN-0458,workflow_compromise,train,1.0,5.0,2.0,1.0,0.0,6.0,1.0,0.65007,1
SYN-0459,tampered_provenance,train,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.6056,1
SYN-0460,noisy_review,train,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.64707,0
SYN-0461,trusted_release,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13795,0
SYN-0462,dependency_takeover,train,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.56565,1
SYN-0463,workflow_compromise,train,1.0,3.0,4.0,0.0,0.0,7.0,0.0,0.36962,1
SYN-0464,tampered_provenance,train,1.0,3.0,2.0,0.0,3.0,1.0,1.0,0.64768,1
SYN-0465,noisy_review,test,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.10701,0
SYN-0466,trusted_release,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18989,0
SYN-0467,dependency_takeover,train,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.9915,1
SYN-0468,workflow_compromise,train,0.0,2.0,3.0,1.0,0.0,5.0,1.0,0.64312,1
SYN-0469,tampered_provenance,test,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.66433,1
SYN-0470,noisy_review,train,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.32043,0
SYN-0471,trusted_release,train,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13798,0
SYN-0472,dependency_takeover,train,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.32778,0
SYN-0473,workflow_compromise,test,1.0,5.0,2.0,2.0,0.0,6.0,1.0,0.56682,1
SYN-0474,tampered_provenance,train,1.0,2.0,1.0,0.0,4.0,0.0,1.0,0.72034,1
SYN-0475,noisy_review,train,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.38771,0
SYN-0476,trusted_release,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06915,0
SYN-0477,dependency_takeover,test,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.8889,1
SYN-0478,workflow_compromise,train,0.0,4.0,3.0,0.0,0.0,7.0,0.0,0.5303,1
SYN-0479,tampered_provenance,train,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.54401,1
SYN-0480,noisy_review,train,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.40642,1
